SOCIAL, cant reach longer bunch nonsens garbag sit note section cant get rid
SIDE_FEATURE, text messag work that
SECURITY, unblock account
SIDE_FEATURE, hell get sign app pleas kindli fix
SOCIAL, broken want know birthday matter date enter say cant verifi
SIDE_FEATURE, unabl open line today articl via app oneplu 3t oxygen os 5.1 android 8.0
SOCIAL, updat version didnt share button wechat articl moment top right corner anymor cant post anyth share anyth
SOCIAL, enjoy use wechat time recent encount problem use look around peopl nearbi function
SIDE_FEATURE, also dismiss notif sometim return coupl minut late
SIDE_FEATURE, need friend first creat account
SOCIAL, see last onlin time
SIDE_FEATURE, must abl receiv sent china rmb wechat friend thumb
SIDE_FEATURE, also pictur avail download time
SIDE_FEATURE, pleas fix notif issu
SOCIAL, worst app ever account link phone number hack unlink hacker without consent
SIDE_FEATURE, im use noftic
OTHERS, show onlin
SOCIAL, make call annoy echo note
SIDE_FEATURE, activ one wechat new account
SIDE_FEATURE, pleas fix wechat pay
SIDE_FEATURE, crash video call sometim type actual noth type cursor disappear
SIDE_FEATURE, peopl nearbi doesnt appear friend list
SIDE_FEATURE, account got block regist reason dont know
SIDE_FEATURE, secur verif issu
SIDE_FEATURE, cant talk other properli without thing delet chat
SOCIAL, cant even set account without live china know someon chines verifi ident
SIDE_FEATURE, cant login shame shame need access contact list
SOCIAL, hope tencent add function allow user log simultan phone android tablet ipad
SIDE_FEATURE, pixel becom hot min video chat
SIDE_FEATURE, thank new version line send messag wifi photo
SIDE_FEATURE, alway say error tri download
SIDE_FEATURE, regist
SIDE_FEATURE, nearbi peopl cant see wechat
SOCIAL, chang type verif account regist type secur realli annoy chang use other help verifi
SIDE_FEATURE, new updat get get notif
SIDE_FEATURE, dont know photo wechat folder miss suddenli disappear
SIDE_FEATURE, app look like could great wouldnt allow access second time
SIDE_FEATURE, perhap way assign word custom sticker happi cri wow etc eas use download sticker set
SECURITY, let login old account use mobil number
SIDE_FEATURE, app quit good cant send messag chat receiv msg cant repli
SIDE_FEATURE, send text short movi clip sound voic record
SIDE_FEATURE, wechat pay work wallet
SIDE_FEATURE, tri log back year still fail
SIDE_FEATURE, use work fine late alert get messag
SIDE_FEATURE, everyth perfect dont receiv notif automat app run background
SIDE_FEATURE, cant even log account
SOCIAL, last one annoy loud
SOCIAL, though got lot issu sinc switch oneplu fingerprint payment crash servic like movi ticket train ticket also never load
SOCIAL, last updat stop abl mute app even forc stop app somehow continu send notif
SOCIAL, dont know anyon also wechat phone cant even sign
SIDE_FEATURE, account got block need someon verifi activ
SIDE_FEATURE, notif wont show im open app
SIDE_FEATURE, instal app could commun husband china howev day deni access hard fulfil requir need afterward sinc user environ
SIDE_FEATURE, last updat chat list there disturb thing top
SIDE_FEATURE, also cant upload photo choos countri code step previou tune miss choos anoth
SIDE_FEATURE, get might secur featur bot your tri connect peopl abl creat account suck
SIDE_FEATURE, alway block peopl nearbi noth
SOCIAL, sign aw havent app year want reconnect ppl ask scan qr code old phone gone year get chat buddi send code via chat dont know anyon knew even still app
SIDE_FEATURE, must friend contact
SIDE_FEATURE, support poll ladder shuffl tablet pc
SIDE_FEATURE, reinstal smartphon u want login email
SIDE_FEATURE, friend use peopl nearbi search wechat doesnt appear list mine appear
SIDE_FEATURE, abl get call
SIDE_FEATURE, troubl chang id decid log log back said got ban
SIDE_FEATURE, invit group cant see chat histori
SIDE_FEATURE, photo profil app low qualiti
SECURITY, unabl log
SIDE_FEATURE, cant send verif code activ account that
SIDE_FEATURE, silli idea port next phone via wifi usual old phone alreadi traded-in
SIDE_FEATURE, block account easili least unblock asap
SIDE_FEATURE, receiv send messag somehow media file never go
SIDE_FEATURE, cant login old account reset phone
SOCIAL, fail recogn phone number order sign im gonna creat facebook account
SECURITY, tri get famili help activ account told couldnt
SIDE_FEATURE, search keyword instead readi hashtag
SIDE_FEATURE, cant watch video
SIDE_FEATURE, account start pleas help fast
SIDE_FEATURE, also bad call qualiti compress even wifi
SIDE_FEATURE, abl add friend huh
SIDE_FEATURE, decid dont care want delet account tell wait two week tri
SIDE_FEATURE, also post photo video screen realli weird
SOCIAL, hard login retriev password keep us give run around let go circl person contact terribl
SIDE_FEATURE, contact wechat user cant sign
SIDE_FEATURE, fail sign everi time despit follow instruct set
SIDE_FEATURE, sinc day one cant login without weechat tell account compromis
SIDE_FEATURE, friend receiv messag send
SECURITY, also reason imag upload profil pic background upload low resolut
SIDE_FEATURE, actual prefer use line found benefit whatsapp could provid line doesnt
SIDE_FEATURE, would chang secur login would
SIDE_FEATURE, account block reason use form broken
SIDE_FEATURE, secur verif option poor
SIDE_FEATURE, cant even sign
SOCIAL, cant send someon money unless bank account debit card attach wechat
SIDE_FEATURE, understand verifi account relogin account cant verifi 12am 7am
SIDE_FEATURE, cant get place properli cant even load updat place
SIDE_FEATURE, imposs creat new account even reset password
SIDE_FEATURE, im nt abl reinstal line send verif code
SIDE_FEATURE, click pictur sent get black screen
SOCIAL, dont blame phone googl map facebook instagram whatsapp even bank app could pin locat better dot
SIDE_FEATURE, forreal though let search user pm add tri everi singl search field noth
OTHERS, sync data n stuck
SIDE_FEATURE, problem latest updat sticker dont alway show chat end send
SOCIAL, terribl experi app dont understand differ login sm new signup develop seem confus need help translat
SIDE_FEATURE, good verif use old way choos friend dp
SECURITY, unlik messag app uss phone number login u get ur account back
SIDE_FEATURE, pleas make longer post video moment
SIDE_FEATURE, dont receiv messag time lag
SIDE_FEATURE, dont get ad
SIDE_FEATURE, new updat show mesag arriv
SIDE_FEATURE, even block one recov account
SIDE_FEATURE, tri unlock number time contact support seem exist repli got complain noth
SOCIAL, say app cannot view multi window
SIDE_FEATURE, need someon unlock
SIDE_FEATURE, app work properli block certain reason even bother solv problem
SIDE_FEATURE, permiss allow access basic everi function os
SIDE_FEATURE, dont want statu post timelin
SOCIAL, move anoth countri old phone number termin abl chang countri code link number anoth countri
SIDE_FEATURE, late messag wont sent resend seem use
SIDE_FEATURE, worst secur verif ever guess gear toward chines
SIDE_FEATURE, need see suggest sticker didnt buy yet
SIDE_FEATURE, peopl nearbi featur work
SIDE_FEATURE, instal one nearbi use app suppos complet qr scan
SOCIAL, told find user grant ne access told dont live mainland china
SIDE_FEATURE, im troubl recov account
SIDE_FEATURE, account block reason unblock process crappi af
SIDE_FEATURE, add edit easi hare media faster
SIDE_FEATURE, good gener constant notif delay 8-10 min could receiv messag sender
SIDE_FEATURE, notif color chang blue
SIDE_FEATURE, also need reply-to featur otherwis hard know messag partner repli chat
SOCIAL, frequent disconnect call
SOCIAL, none friend figur nonsens contact verif process guess im done app
SIDE_FEATURE, add featur backup chat period googl drive
SOCIAL, garbag inconveni way set
SIDE_FEATURE, could add call option account recoveri account secur pleas
SIDE_FEATURE, account block cannot retriev password
SIDE_FEATURE, alway error notif view profil pictur
SIDE_FEATURE, unfortun cannot log wechat
SIDE_FEATURE, hell creat account
SIDE_FEATURE, basic handov admin access remot access third parti even dont permit access
SOCIAL, like line voic video call whatsapp cant rememb password got new phone cant get account wont send reset email matter mani time tri
SIDE_FEATURE, unabl log previou account account recoveri option imposs
SIDE_FEATURE, ad peopl confus
SIDE_FEATURE, last updat think there glitch bottom friend list dont open
SOCIAL, kindli add mark option convers
SIDE_FEATURE, like app social media news sourc one awesom
SIDE_FEATURE, pleas add line lite fitur that make line one group chat
SIDE_FEATURE, regist account take mani day seen peopl nearbi week
SOCIAL, tri instal day nonsens secur verif pop
SOCIAL, peopl cannot seen nearbi
SOCIAL, cant sign unless know someon use app month
SIDE_FEATURE, alway get late show text he show text open text updat
SIDE_FEATURE, love app sticker select spam friend pleas implement sort better sticker sort featur
SOCIAL, wake lock count show extrem high keep activ step counter sensor even bodi sensor disabl werun
SIDE_FEATURE, problem app
SIDE_FEATURE, cant watch video app
SOCIAL, annoy phone keep vibrat unimport group chat meanwhil need vibrat import person chat
SIDE_FEATURE, sometim worst voic call wont show
SIDE_FEATURE, nice experi video audio call compar whatsaap
SECURITY, secur simpli stupid useless
SIDE_FEATURE, uninstal app saw forc user give permiss
SIDE_FEATURE, im use xiaomi redmi note resolut x chat wallpap doesnt stretch whole chatroom
SOCIAL, end end encrypt unlik whatsapp whatsapp use half resourc wechat
SIDE_FEATURE, say number recognis go sign section
SIDE_FEATURE, abl sign secur verif noth show complet white screen appear
SIDE_FEATURE, ask entri user mobil number dont
SIDE_FEATURE, verif friend help anoth wechat account doesnt work
SIDE_FEATURE, regist thai sim card cant call send messag got home
SIDE_FEATURE, upgrad phone realiz app doesnt support split screen samsung g8 pleas fix rate
SIDE_FEATURE, longer get pop up tell got messag realli frustrat
SIDE_FEATURE, notif isnt work updat
SECURITY, account suspici activ
SIDE_FEATURE, cant even get notif time
SIDE_FEATURE, peopl cant see peopl nearbi
SOCIAL, simpli imposs get account setup without know access hassl anoth look good time user hasnt verifi anyon els
SIDE_FEATURE, tri regist info softbank say possibl perform reason exist becuas skype wasnt smart
SIDE_FEATURE, need abl quot messag edit good
SIDE_FEATURE, couldnt set penalti dorcw friend still dont app
SIDE_FEATURE, even set notif
SIDE_FEATURE, stupid app wont let regist account say number abnorm
SIDE_FEATURE, ive use wechat recent log everi friday block log
SIDE_FEATURE, new account last week block account two
SIDE_FEATURE, app want privaci function accept user
SIDE_FEATURE, abl switch wechat pay malaysia region
SIDE_FEATURE, tri sign three day wont let
SIDE_FEATURE, new updat good lost voic call alway error delet chat massag felt suck much bandwith older version
OTHERS, say account compromis
SIDE_FEATURE, also abl choos display languag offer gain free point
SOCIAL, stupid nonsens ask friend send temporari code
SECURITY, dont support app shortcut must use phone permiss hate
SOCIAL, reinstal fix sync issu shouldnt reinstal first place shoud login email never ask one
SIDE_FEATURE, keep put back sign sheet matter mani time tri log
SIDE_FEATURE, didt actuali use im play litt diari stori still deserv free actuali bad
SIDE_FEATURE, normal star let updat broke notif pop up
SIDE_FEATURE, cours open app see messag bug unus
SOCIAL, reinstal tri reconnect fb account say invalid account password
SIDE_FEATURE, cannot login becu dont rember password
SIDE_FEATURE, report system useless didnt verifi respons asap
SECURITY, suppos log
SIDE_FEATURE, messag go realli feel bad kindli fix problem
SIDE_FEATURE, littl heavi phone memori usag overal ui
SIDE_FEATURE, complet sign process window pop say account block use unoffici app
SIDE_FEATURE, scummi thing buy sticker ever still featur
SIDE_FEATURE, reason dont delet account caus bought lot sticker theme f
SIDE_FEATURE, also dont support email facebook signup anymor still
SIDE_FEATURE, regist need friend wechat meet certain condit
SIDE_FEATURE, lost contact tri retriev password ask fill bank account id card detail
SIDE_FEATURE, cant log sign one month block user pleas u help
SIDE_FEATURE, say someon wechat account need verifi account
SIDE_FEATURE, recent app cant pop notif till click check
SIDE_FEATURE, two thing pleas add languag translat easi add chat
SIDE_FEATURE, download wechat day ago im unabl use featur peopl nearbi
SIDE_FEATURE, cant login facebook account
SIDE_FEATURE, said need someon els number use wechat
SIDE_FEATURE, fix verif process
SIDE_FEATURE, total unreli get messag notif check
SIDE_FEATURE, wechat wallet money gone like updat
SIDE_FEATURE, hard upload document feel heavi countri internet speed make share document tortur
SIDE_FEATURE, dont agre wont let use app keep log
SIDE_FEATURE, kind secur verif
SOCIAL, dont send mail tablet
SOCIAL, mani line today notif
SIDE_FEATURE, cannot get past polici screen sign
SIDE_FEATURE, ive use app foe year hope would pleas fix pictur video send
SIDE_FEATURE, except one thing limit send photo one go
SIDE_FEATURE, hope make simpler dont need login
SIDE_FEATURE, also requir wide access content phone secur privaci risk
SIDE_FEATURE, updat app none incom messag got notifi
SIDE_FEATURE, use oppo f1 unabl clear notifc display app logo
SIDE_FEATURE, re-instal chat gone
SIDE_FEATURE, late voic
SIDE_FEATURE, pleas help didnt find account new updat difficult sign sign
SOCIAL, recent havnt abl send gif phone line app
SIDE_FEATURE, open app messag came
SOCIAL, glitch level cup attach conveyor wont releas cannot progress beyond level
SIDE_FEATURE, open app check msg time time
SIDE_FEATURE, pleas fix use oppo f7 cph android version 8.0 thank
SECURITY, reason account suspend
SIDE_FEATURE, complic sign setup ive tri multipl time sign someon invit
SIDE_FEATURE, instal deep system
SIDE_FEATURE, friend want regist couldnt
SIDE_FEATURE, ad peopl chat beyond imposs seem
SIDE_FEATURE, disabl batteri optim doesnt work either
SIDE_FEATURE, intrus notif
SIDE_FEATURE, final unpleas aspect sketchi permiss prepar notifi call bad time
SIDE_FEATURE, problem log account
SIDE_FEATURE, receiv messag doesnt pop notif open app first get notifi :(
SIDE_FEATURE, much laggi took min creat account caus slow laggi interfac
SIDE_FEATURE, great app gave star send video pictur minut delet
SIDE_FEATURE, frustrat creat album phone make easier find pic want chat room album
SIDE_FEATURE, even shake respons reciev
SOCIAL, cant search peopl cant use help option cant report error messeng
SIDE_FEATURE, someon text dont receiv time messag unless open line app
SIDE_FEATURE, tri creat account automat ask verifi found someon countri account less month
SECURITY, upload photo album via nokia plu
SOCIAL, pleas help regist login account new devic ive correct credenti user id password email
SIDE_FEATURE, dissapoint app updat automat couldnt send reciev chat anymor even call
SIDE_FEATURE, pleas bring back pop-up notif
SIDE_FEATURE, ive tri use everi variat password sun charact special number cap lower case everi time get error log fail sign option
SOCIAL, lost contact thank line
SIDE_FEATURE, log back verifi phone number still block account
SOCIAL, cant make call line
SIDE_FEATURE, realli need someth notif app
SIDE_FEATURE, pro add imag emoji
SIDE_FEATURE, realli need chang white user background text bubbl color
SIDE_FEATURE, start ad advertis sticker suggest well
SECURITY, ive tri mic regular call pretti much app could find use mic work
SIDE_FEATURE, use samsung s9 cannot receiv notif pop screen lock screen
SIDE_FEATURE, help repair contact
SIDE_FEATURE, want delet ask wait two week delet account spend two horribl week app
SIDE_FEATURE, alway tell system busi tri later
SIDE_FEATURE, pleas allow id edit conveni
SIDE_FEATURE, play video line get 10-30 kbp
SOCIAL, new updat good pop screen turn alway display sumsung galexi a7 dont know send messag messag open app pl approv matter
SIDE_FEATURE, messag get deliv recipi devic come back onlin
SOCIAL, often cannot make group call even friend start cannot join gc
SIDE_FEATURE, memor photo video unabl load
SOCIAL, find new friend use peopl nearbi useless cannot find anyon accept
SIDE_FEATURE, got new phone app make login email
SECURITY, rubbish secur featur
SIDE_FEATURE, updat line friend cant receiv messag
SOCIAL, support android background process limit dont want app run background receiv notif handl push anyway
SIDE_FEATURE, moment im use date cannot access
SIDE_FEATURE, app ok cant chang notif sound
SIDE_FEATURE, instal app friend say wallet good use regist alway get verivi reject say caus first last name blablabla
SIDE_FEATURE, ive dont like video player interfac recent updat
SIDE_FEATURE, abl get messag deliv
SIDE_FEATURE, download board king reach level took three day yet didnt get reward pleas fix
SIDE_FEATURE, chines pose foreign exchang trader use fake femal profil
SIDE_FEATURE, even alway open peopl nearbi peopl cant found
SIDE_FEATURE, peopl cant search peopl nearbi
SIDE_FEATURE, guy make abl backup chat histori one singl file keep safe place keep everyth cellphon safe
SIDE_FEATURE, ive alreadi turn notif app phone set turn volum didnt help
SIDE_FEATURE, everytim want send gif alway say error occur im use googl keyboard btw
SIDE_FEATURE, sometim translat work
SIDE_FEATURE, cant use sticker bought via line app mobil applic pc use
SECURITY, stuck upload profil pictur
SOCIAL, howev think app better block peopl delet peopl person would longer other contact info
SIDE_FEATURE, need mani unrel permiss access like phone work
SIDE_FEATURE, messag work contact disappear list friend cant messag
SIDE_FEATURE, notif come minut messag sent
SIDE_FEATURE, well new version one log stop say chat lower version cant log
SIDE_FEATURE, secur requir frustrat restrict prove almost imposs instal
SIDE_FEATURE, get pop-up notif android back
SOCIAL, sign ask secur check ask friend scan qr code none friend use app
SIDE_FEATURE, advis log wechat frequent use devic pleas let know go solv issu
SOCIAL, there bug send pictur group chat second time send button disappear cant send forc app close reopen send
SIDE_FEATURE, keep mind write matter public privat subject surveil chines govern
SIDE_FEATURE, authent step go get utterli laughabl
SOCIAL, tri sign verif code receiv app show suspici registr use phone real one emul anyth suspici thing support site load
SECURITY, unabl signup due secur issu sinc day
SOCIAL, everyday got friend recommend chines name even auto friend
SIDE_FEATURE, cannot turn locat permiss
SOCIAL, account current protect statu due inact annoyingli complic reactiv account
SIDE_FEATURE, lose phone phone die get noth back
SIDE_FEATURE, sometim say network error wifi cellular speed averag usual 3mb everyday
SIDE_FEATURE, updat opej photo becom much slower
SECURITY, doesnt support multipl simultan client account
SIDE_FEATURE, quit easi use lag sometim take minut deliv singl messag
SECURITY, diffucult pass secur check u dont friend use app ling enough
SIDE_FEATURE, need get someon verifi account
SIDE_FEATURE, video call improv stabil previou review latest updat found phone heat lot video call
SIDE_FEATURE, unabl verifi everyon sign
SIDE_FEATURE, cant even access anyth
SIDE_FEATURE, kept miss import text notif wont show sound
SIDE_FEATURE, disappear recent updat android updat couldnt choos default android notif rington
SIDE_FEATURE, abl send messag voic clip even make call
SIDE_FEATURE, use throw error least let plug gif though doesnt move
SIDE_FEATURE, bring back old notif set
SIDE_FEATURE, enter code uve given unus
SIDE_FEATURE, spent time tey verifi
SIDE_FEATURE, still profil invis
SIDE_FEATURE, get run next day lock suspici activ far prove imposs get back
SIDE_FEATURE, cant sign need wait longer time sign failur receiv code
SIDE_FEATURE, pleas bring noti sound back set
SIDE_FEATURE, good dont like new featur make sticker show im type dont actual
SIDE_FEATURE, unfortun didt loge
SIDE_FEATURE, doesnt even ask confirm password easi mess right away
SIDE_FEATURE, pleas make notif bar like use
SIDE_FEATURE, updat still broke pixel 3xl cant send photo wifi call
SOCIAL, cant sign sinc dont know anyon wechat hate
SIDE_FEATURE, oh goodi messeng app cant read messag
SECURITY, difficult watch video chat
SIDE_FEATURE, make line user uncomfort
SIDE_FEATURE, basic one verifi sign wechat account
SIDE_FEATURE, popup notif icon disappear second delay
SIDE_FEATURE, help buy sticker
SIDE_FEATURE, frustrat disfunct account creation process
SIDE_FEATURE, happen quit often especi call open app call end like
SIDE_FEATURE, ive use line long time recent got glitch notif line app logo cant disappear
SIDE_FEATURE, cant add new friend nearbi peopl
SIDE_FEATURE, pleas bring back pop notif
SIDE_FEATURE, assist greet workabl
SIDE_FEATURE, boi serious beta tester would recommend
SIDE_FEATURE, polish languag
SIDE_FEATURE, receiv verif code
SIDE_FEATURE, mani intern advertis
SIDE_FEATURE, u even let peopl sell theme u still keep reloc ui ux
SIDE_FEATURE, also make feedback cant submit
SIDE_FEATURE, feel weird use shake app chines user met
SOCIAL, emoji realli bad noth funni interest
SIDE_FEATURE, best featur wechat pay
SIDE_FEATURE, friend need wechat creat account
SIDE_FEATURE, quit convers first see whether send messag
SIDE_FEATURE, dont pop notif
SIDE_FEATURE, keyboard doesnt hide touch blank place
SIDE_FEATURE, updat app automat help chang languag mani time
SIDE_FEATURE, variou sticker emoticon
SIDE_FEATURE, free call isnt answer
SOCIAL, account suspend violat reason never
SIDE_FEATURE, notif somehow got worst
SIDE_FEATURE, pleas make option float video call hide still see caller
SIDE_FEATURE, know one wechat cant get account back
SIDE_FEATURE, skype what messeng better phone call
SIDE_FEATURE, clear unread messag howev notif still
SIDE_FEATURE, password reset retriev requir code sent via chosen method
SIDE_FEATURE, doesnt give notif new messag arriv
SIDE_FEATURE, block tri follow instruct get contact help indenfi
SIDE_FEATURE, scare hacker get bank detail wechat
SIDE_FEATURE, line call averag score compar app
SIDE_FEATURE, home photo crop badli
SIDE_FEATURE, stuck error much attempt
SIDE_FEATURE, cant even sign
SIDE_FEATURE, emot sticker suggest order keyword popup alway get reset updat
SIDE_FEATURE, malaysian cannot use wechat wallet anymor
SIDE_FEATURE, pleas return old profil interfac
SIDE_FEATURE, pictur sent receiv low qualiti despit qualiti set high
SOCIAL, english text fix would lot better mani occas chines link sent dont know read speak fluentli
SIDE_FEATURE, notif error
SIDE_FEATURE, wechat pleas fix problem note friend s8 media reset everytim app close app isnt open devic shutdown
SOCIAL, alway useless notif sticker point nonsens must contact auto-ad
SECURITY, resolut photo profil bad upload
SIDE_FEATURE, app good ive troubl receiv call notif phone
SECURITY, issu mani year would nice could fix damn issu
SIDE_FEATURE, recent wechat hard sign
SECURITY, pleas fix log mumi account other way
SIDE_FEATURE, simpl messag friend contact move app allow instantli
SIDE_FEATURE, app give error messag everytim tri send gif messag snapchat sticker googl keyboard
SIDE_FEATURE, poor video call
SOCIAL, use app commun team member game time kinda annoy constantli turn phone upright back landscap mode
SIDE_FEATURE, 4000mah batteri drain video call
SIDE_FEATURE, allow send longer clip
SIDE_FEATURE, recogn front camera cellphon
SIDE_FEATURE, block ask authent friend account
SIDE_FEATURE, im gonna give app star line admin group chat
SIDE_FEATURE, search web problem report year ago seem still exist
SECURITY, problem line except tri put pictur home becom somewhat pixel hope youll consid fix problem futur
SIDE_FEATURE, ethiopian phone list signup
SIDE_FEATURE, devic set option cant get
SOCIAL, news banner keep pop screen realli annoy
SIDE_FEATURE, account block forgotten password
SIDE_FEATURE, instead app ask permiss user specif need
SIDE_FEATURE, bottl featur peopl nearbi also work
SECURITY, account block unabl log
SIDE_FEATURE, pleas give us min length video timelin
SIDE_FEATURE, free voic call messag call
SOCIAL, im tri creat account ask scan qr code anoth phone chat
SIDE_FEATURE, pleas let use messag bottl featur
SOCIAL, tri transfer account new ohon line recogn thai phone number
SIDE_FEATURE, problem notif
SECURITY, new updat cant use multi window
SIDE_FEATURE, messag sent hour receiv receiv messag hour
SECURITY, lack featur
SOCIAL, abl use e-wallet dont credit card china mainland ic number
SIDE_FEATURE, first time use wechat download playstor sign number get block
SIDE_FEATURE, error search line id
SIDE_FEATURE, unaccept requir permiss especi locat
SIDE_FEATURE, like theme sticker featur
SIDE_FEATURE, good app buuutt everi time need put password
SIDE_FEATURE, commun server time account registr effect stop even set account let alon actual use app
SIDE_FEATURE, edit still cant post tweet properli pleas fix
SIDE_FEATURE, ask mani thing like like friend confirm
SIDE_FEATURE, havent use app much late give notif issu cant even access account
SIDE_FEATURE, id cannot detect other
SIDE_FEATURE, im get messag intil open app
SOCIAL, anyon group kick person weve number incid random peopl join rapidli kick group member
SIDE_FEATURE, add age filter also search peopl
SIDE_FEATURE, tri leav squar came back error wont let join back squar
SIDE_FEATURE, ad everywher
SIDE_FEATURE, worst app ever tri even regist couldnt pass
SOCIAL, current notif line android show last unread messag convers io show everi unread messag
SIDE_FEATURE, notif wont show
SIDE_FEATURE, horribl secur mean hard login devic
SIDE_FEATURE, cant send messag wifi connect unstabl app error afterward
SIDE_FEATURE, unabl creat account
SOCIAL, didnt get code verif tri regist phone number said ask friend scan qr code
SIDE_FEATURE, bad new ui
SIDE_FEATURE, forgot password found difficult even login back keep bring much rubbish secur
SIDE_FEATURE, notif dont appear latest updat cant turn messag notif
SIDE_FEATURE, call video bad
SIDE_FEATURE, dont get sm code account
SIDE_FEATURE, sometim difficult differ person chat group chat
SOCIAL, portrait cover pic realli annoy sinc cover entir phone screen :/
SIDE_FEATURE, love emoji
SOCIAL, got ban reason line squar cant even chat squar reason
SIDE_FEATURE, last friday l lost abliti open red pocket good reason
SIDE_FEATURE, line great app video call last updat
SIDE_FEATURE, cant even copi past messag
SIDE_FEATURE, what wrong line cant send messag srsli fix asap
SIDE_FEATURE, want chang notif sound set wont letm complet differ xiaomi set
SIDE_FEATURE, peopl could post question materi rude statement one could get rid
SIDE_FEATURE, late notif keep get stuck
SIDE_FEATURE, bad thing app cant open timelin post share timelin
SECURITY, account got log wechat team claim unusu activ
SIDE_FEATURE, made miss import msg client
SIDE_FEATURE, tri deactiv delet account alway receiv system error repli
SIDE_FEATURE, lame wechat work kind secur check ask contact wechat user help
SIDE_FEATURE, abl send photo latest updat
SOCIAL, cant sign dont know chat know peopl could secur check imposs
SIDE_FEATURE, cant log facebook
SIDE_FEATURE, last updat notif becom silent show pop without sound
SIDE_FEATURE, stupid ad chat list remov
SIDE_FEATURE, also incred difficult ridicul tri way earn point tapjoy usual credit
SIDE_FEATURE, delet app take much space
SIDE_FEATURE, howev tri chanc set app function also abort
SIDE_FEATURE, use phone number veey difficult chat ither sometim use icon desktop
SIDE_FEATURE, read thru post see one suffer abl send pictur thru app
SOCIAL, cant chat open anoth app vidcal
SIDE_FEATURE, unabl set wallet malaysia
SIDE_FEATURE, login via number
SIDE_FEATURE, #wechatstolendata wastedpricelestim alway send search upload suck data
SIDE_FEATURE, also pleas creat lite version wechat
SIDE_FEATURE, inact account becom obsolet verif peopl didnt work
SIDE_FEATURE, want much control user data
SIDE_FEATURE, suggest upgrad app didnt see onlin
SIDE_FEATURE, ive unabl answer call
SOCIAL, cannot chang chat notif sound latest updat
SIDE_FEATURE, ban twice instal critic bug made china cant expect
SIDE_FEATURE, sometim someon ring text wechat notif work sometim dont notifi call text open app
SIDE_FEATURE, nearbi peopl work month
SIDE_FEATURE, login possibl messag say need upgrad despit tri recent googl play offici apk wechat
OTHERS, mani ad
SIDE_FEATURE, continu show messag sent one messag
SIDE_FEATURE, realli need option assign notif tone per contract like messag servic
SIDE_FEATURE, also lag hard tri scroll chat room often miss lot use inform group
SIDE_FEATURE, cant chang messag alert updat
SIDE_FEATURE, got anoth new problem font chang didnt make chang font set check default
SOCIAL, dont know account block
SIDE_FEATURE, slow open clip post wort
SIDE_FEATURE, option avail store download file sd card
